First Team,First Week,Second Team,Second Week,Score
Herndon,Week4,Parliament,Week1,245.0 Parliament - 174.0 Herndon
Hayfield Farm,Week4,Parklawn,Week2,265.0 Parklawn - 155.0 Hayfield Farm
Herndon,Week2,Wakefield Chapel,Week4,403.0 Wakefield Chapel - 17.0 Herndon
Hayfield Farm,Week5,Rolling Hills,Week1,241.0 Rolling Hills - 179.0 Hayfield Farm
Herndon,Week5,McLean,Week3,357.0 McLean - 63.0 Herndon
Herndon,Week1,McLean,Week3,345.5 McLean - 46.5 Herndon
Hayfield Farm,Week3,Parklawn,Week4,303.0 Parklawn - 117.0 Hayfield Farm
Herndon,Week4,McLean,Week5,349.0 McLean - 71.0 Herndon
Hayfield Farm,Week4,Parklawn,Week1,253.0 Parklawn - 167.0 Hayfield Farm
Herndon,Week2,McLean,Week2,368.0 McLean - 51.0 Herndon
Herndon,Week1,McLean,Week4,343.0 McLean - 49.0 Herndon
Herndon,Week5,Parliament,Week5,255.0 Parliament - 165.0 Herndon
Herndon,Week3,McLean,Week4,343.0 McLean - 63.0 Herndon
Herndon,Week1,McLean,Week2,351.0 McLean - 41.0 Herndon
Herndon,Week4,Wakefield Chapel,Week3,383.5 Wakefield Chapel - 36.5 Herndon
Hayfield Farm,Week4,Parliament,Week2,271.5 Hayfield Farm - 148.5 Parliament
Herndon,Week3,Wakefield Chapel,Week1,366.0 Wakefield Chapel - 40.0 Herndon
Hayfield Farm,Week2,Parliament,Week5,226.0 Hayfield Farm - 193.0 Parliament
Herndon,Week5,Parliament,Week4,262.0 Parliament - 158.0 Herndon
Hayfield Farm,Week1,Rolling Hills,Week1,256.0 Rolling Hills - 164.0 Hayfield Farm
Hayfield Farm,Week4,Parliament,Week3,273.5 Hayfield Farm - 146.5 Parliament
Herndon,Week4,Parliament,Week3,228.0 Parliament - 190.0 Herndon
Herndon,Week4,Wakefield Chapel,Week5,373.0 Wakefield Chapel - 47.0 Herndon
Herndon,Week5,Parliament,Week1,245.0 Parliament - 175.0 Herndon
Herndon,Week4,Fox Mill Woods,Week1,226.0 Herndon - 193.0 Fox Mill Woods
Hayfield Farm,Week2,Rolling Hills,Week1,251.0 Rolling Hills - 169.0 Hayfield Farm
Hayfield Farm,Week5,Parliament,Week2,270.0 Hayfield Farm - 150.0 Parliament
Herndon,Week4,Parliament,Week5,265.0 Parliament - 155.0 Herndon
Herndon,Week5,Fox Mill Estates,Week5,216.0 Fox Mill Estates - 203.0 Herndon
Herndon,Week4,Fox Mill Woods,Week5,222.0 Fox Mill Woods - 198.0 Herndon
Herndon,Week3,McLean,Week1,333.0 McLean - 73.0 Herndon
Herndon,Week2,Walden Glen,Week1,218.0 Walden Glen - 195.0 Herndon
Herndon,Week5,Parliament,Week2,236.0 Parliament - 184.0 Herndon
Herndon,Week1,Pinecrest,Week4,348.0 Pinecrest - 44.0 Herndon
Herndon,Week3,Walden Glen,Week3,207.0 Herndon - 196.0 Walden Glen
Herndon,Week4,McLean,Week2,343.0 McLean - 77.0 Herndon
Herndon,Week5,Fox Mill Estates,Week1,230.0 Herndon - 172.0 Fox Mill Estates
Herndon,Week1,Pinecrest,Week1,332.0 Pinecrest - 59.0 Herndon
Herndon,Week4,Walden Glen,Week2,218.0 Herndon - 198.0 Walden Glen
Herndon,Week1,Pinecrest,Week2,337.0 Pinecrest - 55.0 Herndon
Herndon,Week2,Walden Glen,Week3,222.0 Walden Glen - 193.0 Herndon
Herndon,Week1,McLean,Week1,333.0 McLean - 59.0 Herndon
Herndon,Week2,McLean,Week1,357.0 McLean - 62.0 Herndon
Herndon,Week5,Wakefield Chapel,Week1,375.0 Wakefield Chapel - 45.0 Herndon
Hayfield Farm,Week1,Parliament,Week5,238.0 Hayfield Farm - 182.0 Parliament
Hayfield Farm,Week5,Parklawn,Week5,279.0 Parklawn - 141.0 Hayfield Farm
Herndon,Week5,Parliament,Week3,233.0 Parliament - 187.0 Herndon
Hayfield Farm,Week2,Parliament,Week4,216.0 Hayfield Farm - 204.0 Parliament
Herndon,Week5,McLean,Week1,330.0 McLean - 90.0 Herndon
Herndon,Week5,Fox Mill Woods,Week2,213.0 Herndon - 206.0 Fox Mill Woods
Hayfield Farm,Week5,Parklawn,Week4,272.0 Parklawn - 148.0 Hayfield Farm
Herndon,Week1,Walden Glen,Week4,241.0 Walden Glen - 148.0 Herndon
Hayfield Farm,Week3,Parklawn,Week5,307.5 Parklawn - 112.5 Hayfield Farm
Herndon,Week1,Fox Mill Woods,Week4,268.0 Fox Mill Woods - 120.0 Herndon
Hayfield Farm,Week1,Parliament,Week1,233.0 Hayfield Farm - 187.0 Parliament
Hayfield Farm,Week3,Parliament,Week3,242.0 Hayfield Farm - 178.0 Parliament
Herndon,Week1,Walden Glen,Week1,210.0 Walden Glen - 177.0 Herndon
Herndon,Week2,Pinecrest,Week5,385.0 Pinecrest - 34.0 Herndon
Herndon,Week2,Walden Glen,Week4,239.0 Walden Glen - 177.0 Herndon
Herndon,Week5,Mantua,Week5,339.0 Mantua - 81.0 Herndon
Hayfield Farm,Week3,Parliament,Week4,226.0 Parliament - 194.0 Hayfield Farm
Herndon,Week1,McLean,Week5,353.0 McLean - 39.0 Herndon
Herndon,Week5,Fox Mill Estates,Week2,224.0 Herndon - 194.0 Fox Mill Estates
Herndon,Week3,Walden Glen,Week5,241.0 Walden Glen - 164.0 Herndon
Herndon,Week2,Pinecrest,Week3,356.0 Pinecrest - 60.0 Herndon
Herndon,Week4,McLean,Week3,349.0 McLean - 71.0 Herndon
Herndon,Week4,Fox Mill Estates,Week5,213.0 Fox Mill Estates - 206.0 Herndon
Herndon,Week1,Walden Glen,Week5,246.0 Walden Glen - 142.0 Herndon
Herndon,Week3,McLean,Week3,347.0 McLean - 59.0 Herndon
Herndon,Week1,Fox Mill Woods,Week1,241.0 Fox Mill Woods - 149.0 Herndon
Herndon,Week3,Pinecrest,Week1,319.0 Pinecrest - 82.0 Herndon
Herndon,Week3,Walden Glen,Week1,214.0 Herndon - 188.0 Walden Glen
Hayfield Farm,Week5,Parklawn,Week2,266.0 Parklawn - 154.0 Hayfield Farm
Hayfield Farm,Week4,Parklawn,Week5,302.0 Parklawn - 118.0 Hayfield Farm
Herndon,Week2,McLean,Week3,367.5 McLean - 51.5 Herndon
Herndon,Week5,Pinecrest,Week1,307.0 Pinecrest - 112.0 Herndon
Herndon,Week3,Fox Mill Woods,Week1,207.0 Fox Mill Woods - 197.0 Herndon
Herndon,Week5,Fox Mill Estates,Week3,242.0 Herndon - 162.0 Fox Mill Estates
Herndon,Week4,Pinecrest,Week2,332.0 Pinecrest - 88.0 Herndon
Hayfield Farm,Week5,Parklawn,Week1,251.0 Parklawn - 169.0 Hayfield Farm
Herndon,Week5,Pinecrest,Week2,324.0 Pinecrest - 96.0 Herndon
Herndon,Week1,Pinewood Lake,Week2,114.0 Herndon - 47.0 Pinewood Lake
Herndon,Week2,McLean,Week5,372.0 McLean - 48.0 Herndon
Herndon,Week2,Fox Mill Woods,Week2,247.0 Fox Mill Woods - 170.0 Herndon
Herndon,Week4,McLean,Week4,342.0 McLean - 78.0 Herndon
Herndon,Week2,Pinecrest,Week2,357.0 Pinecrest - 62.0 Herndon
Hayfield Farm,Week1,Parliament,Week3,255.0 Hayfield Farm - 165.0 Parliament
Herndon,Week5,Wakefield Chapel,Week5,377.0 Wakefield Chapel - 43.0 Herndon
Herndon,Week4,McLean,Week1,327.0 McLean - 93.0 Herndon
Herndon,Week3,Walden Glen,Week4,227.0 Walden Glen - 178.0 Herndon
Herndon,Week3,McLean,Week2,347.0 McLean - 59.0 Herndon
Hayfield Farm,Week3,Parliament,Week5,216.0 Parliament - 204.0 Hayfield Farm
Herndon,Week1,Fox Mill Woods,Week5,252.0 Fox Mill Woods - 140.0 Herndon
Hayfield Farm,Week4,Parliament,Week1,258.0 Hayfield Farm - 162.0 Parliament
Hayfield Farm,Week4,Parliament,Week4,231.0 Hayfield Farm - 189.0 Parliament
Herndon,Week3,Waynewood,Week5,349.5 Waynewood - 56.5 Herndon
Hayfield Farm,Week4,Parliament,Week5,250.0 Hayfield Farm - 170.0 Parliament
Herndon,Week1,Mosby Woods,Week1,284.0 Mosby Woods - 104.0 Herndon
Herndon,Week3,Walden Glen,Week2,209.0 Walden Glen - 192.0 Herndon
Herndon,Week3,Pinecrest,Week4,346.0 Pinecrest - 60.0 Herndon
Herndon,Week3,Pinecrest,Week5,349.0 Pinecrest - 57.0 Herndon
Herndon,Week4,Walden Glen,Week1,236.0 Herndon - 182.0 Walden Glen
Hayfield Farm,Week5,Parliament,Week1,246.5 Hayfield Farm - 173.5 Parliament
Herndon,Week3,Fox Mill Woods,Week2,214.0 Fox Mill Woods - 190.0 Herndon
Hayfield Farm,Week1,Pinecrest,Week2,267.0 Pinecrest - 153.0 Hayfield Farm
Herndon,Week4,Mosby Woods,Week5,289.0 Mosby Woods - 130.0 Herndon
Herndon,Week3,Mosby Woods,Week4,300.0 Mosby Woods - 103.0 Herndon
Hayfield Farm,Week5,Parliament,Week4,231.0 Hayfield Farm - 189.0 Parliament
Herndon,Week1,Pinewood Lake,Week3,130.0 Herndon - 39.0 Pinewood Lake
Herndon,Week5,McLean,Week2,347.0 McLean - 73.0 Herndon
Herndon,Week5,Pinecrest,Week4,342.0 Pinecrest - 78.0 Herndon
Herndon,Week2,Fox Mill Woods,Week4,277.0 Fox Mill Woods - 141.0 Herndon
Herndon,Week5,McLean,Week4,351.0 McLean - 69.0 Herndon
Herndon,Week3,Pinecrest,Week2,322.0 Pinecrest - 84.0 Herndon
Herndon,Week5,Walden Glen,Week5,226.0 Walden Glen - 193.0 Herndon
Herndon,Week2,Mosby Woods,Week1,298.0 Mosby Woods - 113.0 Herndon
Herndon,Week3,Waynewood,Week2,334.0 Waynewood - 72.0 Herndon
Herndon,Week1,Fox Mill Woods,Week2,245.0 Fox Mill Woods - 143.0 Herndon
Herndon,Week4,Walden Glen,Week5,221.0 Walden Glen - 199.0 Herndon
Herndon,Week4,Pinecrest,Week3,322.0 Pinecrest - 97.0 Herndon
Herndon,Week2,Fox Mill Woods,Week1,237.0 Fox Mill Woods - 178.0 Herndon
Herndon,Week2,Fox Mill Woods,Week5,262.0 Fox Mill Woods - 157.0 Herndon
Herndon,Week5,McLean,Week5,346.0 McLean - 74.0 Herndon
Herndon,Week4,Pinecrest,Week1,320.0 Pinecrest - 95.0 Herndon
Herndon,Week1,Walden Glen,Week2,209.0 Walden Glen - 178.0 Herndon
Herndon,Week2,Waynewood,Week1,344.0 Waynewood - 75.0 Herndon
Hayfield Farm,Week1,Pinecrest,Week1,238.0 Pinecrest - 181.0 Hayfield Farm
Herndon,Week2,Pinecrest,Week4,379.0 Pinecrest - 40.0 Herndon
Herndon,Week5,Pinecrest,Week5,354.0 Pinecrest - 66.0 Herndon
Herndon,Week1,Waynewood,Week2,339.0 Waynewood - 53.0 Herndon
Herndon,Week4,Pinecrest,Week4,352.0 Pinecrest - 68.0 Herndon
Herndon,Week1,Waynewood,Week5,349.0 Waynewood - 43.0 Herndon
Herndon,Week5,Mosby Woods,Week1,262.0 Mosby Woods - 157.0 Herndon
Herndon,Week4,Fox Mill Estates,Week4,229.0 Herndon - 190.0 Fox Mill Estates
Hayfield Farm,Week1,Pinecrest,Week3,265.0 Pinecrest - 155.0 Hayfield Farm
Herndon,Week3,Fox Mill Woods,Week5,243.5 Fox Mill Woods - 162.5 Herndon
Hayfield Farm,Week2,Pinecrest,Week1,247.0 Pinecrest - 171.0 Hayfield Farm
Herndon,Week4,Walden Glen,Week3,216.0 Herndon - 202.0 Walden Glen
Herndon,Week2,Mosby Woods,Week5,327.5 Mosby Woods - 88.5 Herndon
Herndon,Week1,Walden Glen,Week3,218.0 Walden Glen - 171.0 Herndon
Herndon,Week5,Mosby Woods,Week2,243.0 Mosby Woods - 176.0 Herndon
Herndon,Week5,Fox Mill Estates,Week4,233.0 Herndon - 186.0 Fox Mill Estates
Hayfield Farm,Week1,Pinecrest,Week5,312.0 Pinecrest - 108.0 Hayfield Farm
Herndon,Week3,Fox Mill Woods,Week4,244.0 Fox Mill Woods - 161.0 Herndon
Hayfield Farm,Week1,Pinecrest,Week4,305.0 Pinecrest - 115.0 Hayfield Farm
Herndon,Week3,Pinecrest,Week3,319.0 Pinecrest - 86.0 Herndon
Herndon,Week5,Pinecrest,Week3,319.0 Pinecrest - 101.0 Herndon
Herndon,Week5,Mosby Woods,Week4,299.0 Mosby Woods - 120.0 Herndon
Herndon,Week4,Fox Mill Woods,Week4,237.0 Fox Mill Woods - 183.0 Herndon
Herndon,Week3,Mosby Woods,Week5,305.0 Mosby Woods - 100.0 Herndon
Herndon,Week5,Fox Mill Woods,Week1,219.0 Herndon - 201.0 Fox Mill Woods
Herndon,Week1,Pinewood Lake,Week4,118.0 Herndon - 35.0 Pinewood Lake
Herndon,Week4,Chesterbrook,Week1,403.0 Chesterbrook - 17.0 Herndon
Herndon,Week4,Fox Mill Woods,Week2,215.0 Herndon - 205.0 Fox Mill Woods
Herndon,Week2,Walden Glen,Week5,259.0 Walden Glen - 159.0 Herndon
Herndon,Week2,Pinewood Lake,Week2,120.0 Herndon - 42.0 Pinewood Lake
Herndon,Week1,Pinewood Lake,Week1,125.0 Herndon - 42.0 Pinewood Lake
Herndon,Week5,Mosby Woods,Week5,293.0 Mosby Woods - 127.0 Herndon
Herndon,Week5,Walden Glen,Week3,222.0 Herndon - 198.0 Walden Glen
Herndon,Week2,Pinewood Lake,Week1,132.0 Herndon - 38.0 Pinewood Lake
Herndon,Week1,Pinewood Lake,Week5,147.0 Herndon - 43.0 Pinewood Lake
Herndon,Week5,Great Falls,Week5,296.0 Great Falls - 115.0 Herndon
Herndon,Week2,Pinecrest,Week1,352.0 Pinecrest - 63.0 Herndon
Herndon,Week5,Walden Glen,Week4,225.0 Herndon - 195.0 Walden Glen
Herndon,Week3,Mosby Woods,Week2,257.0 Mosby Woods - 144.0 Herndon
Herndon,Week2,Waynewood,Week2,356.0 Waynewood - 64.0 Herndon
Herndon,Week4,Pinecrest,Week5,360.0 Pinecrest - 60.0 Herndon
Herndon,Week1,Waynewood,Week1,341.0 Waynewood - 51.0 Herndon
Herndon,Week4,Chesterbrook,Week5,405.0 Chesterbrook - 15.0 Herndon
Herndon,Week1,Great Falls,Week1,287.0 Great Falls - 105.0 Herndon
Herndon,Week2,Commonwealth,Week1,322.0 Commonwealth - 97.0 Herndon
Herndon,Week1,Pleasant Valley,Week5,276.0 Pleasant Valley - 114.0 Herndon
Herndon,Week2,Pleasant Valley,Week3,235.0 Pleasant Valley - 169.0 Herndon
Herndon,Week2,Great Falls,Week1,322.0 Great Falls - 97.0 Herndon
Herndon,Week2,Walden Glen,Week2,225.0 Walden Glen - 186.0 Herndon
Herndon,Week1,Mosby Woods,Week4,303.0 Mosby Woods - 84.0 Herndon
Herndon,Week5,Chesterbrook,Week2,391.0 Chesterbrook - 29.0 Herndon
Herndon,Week1,Mount Vernon Park,Week1,337.0 Mount Vernon Park - 55.0 Herndon
Herndon,Week5,Walden Glen,Week2,235.0 Herndon - 184.0 Walden Glen
Herndon,Week1,Commonwealth,Week4,328.0 Commonwealth - 64.0 Herndon
Herndon,Week2,Chesterbrook,Week4,406.0 Chesterbrook - 14.0 Herndon
Herndon,Week4,Mosby Woods,Week1,259.0 Mosby Woods - 157.0 Herndon
Herndon,Week2,Pinewood Lake,Week4,123.0 Herndon - 32.0 Pinewood Lake
Herndon,Week3,Chesterbrook,Week2,390.0 Chesterbrook - 16.0 Herndon
Herndon,Week4,Mosby Woods,Week4,278.0 Mosby Woods - 140.0 Herndon
Herndon,Week4,Great Falls,Week4,301.0 Great Falls - 119.0 Herndon
Herndon,Week4,Walden Glen,Week4,217.0 Walden Glen - 202.0 Herndon
Herndon,Week2,Mosby Woods,Week4,324.0 Mosby Woods - 90.0 Herndon
Herndon,Week2,Pleasant Valley,Week1,219.0 Pleasant Valley - 164.0 Herndon
Herndon,Week5,Chesterbrook,Week4,401.0 Chesterbrook - 19.0 Herndon
Herndon,Week2,Waynewood,Week4,381.0 Waynewood - 39.0 Herndon
Herndon,Week5,Chesterbrook,Week5,404.0 Chesterbrook - 16.0 Herndon
Herndon,Week5,Great Falls,Week1,292.0 Great Falls - 128.0 Herndon
Herndon,Week2,Pleasant Valley,Week4,260.0 Pleasant Valley - 137.0 Herndon
Herndon,Week1,Greenbriar,Week4,339.0 Greenbriar - 53.0 Herndon
Herndon,Week3,Chesterbrook,Week1,394.5 Chesterbrook - 11.5 Herndon
Herndon,Week1,Waynewood,Week4,349.0 Waynewood - 43.0 Herndon
Herndon,Week3,Mosby Woods,Week1,276.0 Mosby Woods - 126.0 Herndon
Herndon,Week3,Pinewood Lake,Week3,137.0 Herndon - 34.0 Pinewood Lake
Herndon,Week2,Waynewood,Week5,376.0 Waynewood - 44.0 Herndon
Herndon,Week4,Mosby Woods,Week2,238.0 Mosby Woods - 178.0 Herndon
Herndon,Week5,Fox Mill Woods,Week4,230.0 Fox Mill Woods - 189.0 Herndon
Herndon,Week1,Great Falls,Week5,286.0 Great Falls - 96.0 Herndon
Herndon,Week3,Pleasant Valley,Week2,212.0 Pleasant Valley - 180.0 Herndon
Herndon,Week3,Pinewood Lake,Week2,119.0 Herndon - 44.0 Pinewood Lake
Herndon,Week3,Commonwealth,Week5,323.0 Commonwealth - 79.0 Herndon
Herndon,Week2,Mosby Woods,Week2,284.0 Mosby Woods - 127.0 Herndon
Herndon,Week3,Waynewood,Week1,324.0 Waynewood - 81.0 Herndon
Herndon,Week1,Mosby Woods,Week5,306.0 Mosby Woods - 85.0 Herndon
Herndon,Week5,Pinewood Lake,Week1,140.0 Herndon - 31.0 Pinewood Lake
Herndon,Week5,Fox Mill Woods,Week5,223.0 Fox Mill Woods - 197.0 Herndon
Herndon,Week5,Walden Glen,Week1,246.0 Herndon - 173.0 Walden Glen
Herndon,Week2,Pinewood Lake,Week5,151.0 Herndon - 41.0 Pinewood Lake
Herndon,Week3,Waynewood,Week4,346.0 Waynewood - 60.0 Herndon
Herndon,Week1,Commonwealth,Week1,305.0 Commonwealth - 86.0 Herndon
Herndon,Week3,Great Falls,Week5,293.0 Great Falls - 103.0 Herndon
Herndon,Week1,Great Falls,Week2,285.0 Great Falls - 107.0 Herndon
Herndon,Week5,Pinewood Lake,Week2,129.0 Herndon - 34.0 Pinewood Lake
Herndon,Week1,Great Falls,Week4,310.0 Great Falls - 82.0 Herndon
Herndon,Week4,Commonwealth,Week1,288.0 Commonwealth - 132.0 Herndon
Herndon,Week2,Chesterbrook,Week5,409.0 Chesterbrook - 11.0 Herndon
Herndon,Week3,Pinewood Lake,Week4,132.0 Herndon - 25.0 Pinewood Lake
Herndon,Week4,Waynewood,Week1,323.0 Waynewood - 96.0 Herndon
Herndon,Week3,Commonwealth,Week1,292.0 Commonwealth - 113.0 Herndon
Herndon,Week5,Pinewood Lake,Week5,159.0 Herndon - 36.0 Pinewood Lake
Herndon,Week2,Commonwealth,Week5,350.0 Commonwealth - 61.0 Herndon
Herndon,Week2,Great Falls,Week5,327.0 Great Falls - 80.0 Herndon
Herndon,Week4,Waynewood,Week4,352.0 Waynewood - 68.0 Herndon
Herndon,Week2,Great Falls,Week4,361.0 Great Falls - 58.0 Herndon
Herndon,Week2,Great Falls,Week2,320.5 Great Falls - 98.5 Herndon
Herndon,Week4,Waynewood,Week5,355.0 Waynewood - 65.0 Herndon
Herndon,Week1,Pleasant Valley,Week4,266.0 Pleasant Valley - 115.0 Herndon
Herndon,Week1,Pleasant Valley,Week1,228.0 Pleasant Valley - 141.0 Herndon
Herndon,Week1,Commonwealth,Week3,307.0 Commonwealth - 85.0 Herndon
Herndon,Week3,Great Falls,Week2,289.0 Great Falls - 116.0 Herndon
Herndon,Week5,Waynewood,Week5,353.0 Waynewood - 67.0 Herndon
Herndon,Week1,Woodley,Week2,270.0 Woodley - 117.0 Herndon
Herndon,Week3,Great Falls,Week4,311.0 Great Falls - 95.0 Herndon
Herndon,Week2,Chesterbrook,Week3,407.0 Chesterbrook - 12.0 Herndon
Herndon,Week4,Pinewood Lake,Week5,159.0 Herndon - 36.0 Pinewood Lake
Herndon,Week2,Chesterbrook,Week2,404.0 Chesterbrook - 16.0 Herndon
Herndon,Week4,Pinewood Lake,Week1,142.0 Herndon - 30.0 Pinewood Lake
Herndon,Week4,Great Falls,Week1,274.0 Great Falls - 146.0 Herndon
Herndon,Week5,Waynewood,Week1,329.0 Waynewood - 91.0 Herndon
Herndon,Week4,Chesterbrook,Week3,399.0 Chesterbrook - 21.0 Herndon
Herndon,Week5,Great Falls,Week2,280.0 Great Falls - 140.0 Herndon
Herndon,Week4,Chesterbrook,Week2,394.0 Chesterbrook - 26.0 Herndon
Herndon,Week4,Chesterbrook,Week4,398.0 Chesterbrook - 22.0 Herndon
Herndon,Week3,Chesterbrook,Week5,393.0 Chesterbrook - 13.0 Herndon
Herndon,Week4,Great Falls,Week2,278.0 Great Falls - 142.0 Herndon
Herndon,Week3,Great Falls,Week1,293.0 Great Falls - 113.0 Herndon
Herndon,Week4,Pinewood Lake,Week3,143.0 Herndon - 29.0 Pinewood Lake
Herndon,Week3,Pinewood Lake,Week5,155.0 Herndon - 37.0 Pinewood Lake
Herndon,Week1,Commonwealth,Week2,308.0 Commonwealth - 83.0 Herndon
Herndon,Week4,Waynewood,Week2,332.0 Waynewood - 88.0 Herndon
Herndon,Week5,Chesterbrook,Week3,402.5 Chesterbrook - 17.5 Herndon
Herndon,Week1,Woodley,Week4,281.0 Woodley - 110.0 Herndon
Herndon,Week3,Chesterbrook,Week3,398.0 Chesterbrook - 8.0 Herndon
Herndon,Week5,Pinewood Lake,Week3,142.0 Herndon - 30.0 Pinewood Lake
Herndon,Week4,Great Falls,Week5,279.0 Great Falls - 131.0 Herndon
Herndon,Week4,Pinewood Lake,Week4,131.0 Herndon - 26.0 Pinewood Lake
Herndon,Week2,Woodley,Week1,268.0 Woodley - 141.0 Herndon
Herndon,Week1,Pleasant Valley,Week2,244.0 Pleasant Valley - 146.0 Herndon
Herndon,Week1,Commonwealth,Week5,315.0 Commonwealth - 73.0 Herndon
Herndon,Week1,Greenbriar,Week1,338.5 Greenbriar - 53.5 Herndon
Herndon,Week5,Great Falls,Week4,322.0 Great Falls - 98.0 Herndon
Herndon,Week3,Chesterbrook,Week4,393.0 Chesterbrook - 13.0 Herndon
Herndon,Week2,Pinewood Lake,Week3,136.0 Herndon - 34.0 Pinewood Lake
Herndon,Week2,Woodley,Week4,300.0 Woodley - 118.0 Herndon
Herndon,Week4,Pinewood Lake,Week2,130.0 Herndon - 33.0 Pinewood Lake
Herndon,Week3,Pinewood Lake,Week1,138.0 Herndon - 33.0 Pinewood Lake
Herndon,Week2,Woodley,Week2,283.0 Woodley - 126.0 Herndon
Herndon,Week1,Woodley,Week1,256.0 Woodley - 126.0 Herndon
Herndon,Week1,Greenbriar,Week2,339.0 Greenbriar - 53.0 Herndon
Herndon,Week5,Chesterbrook,Week1,398.0 Chesterbrook - 22.0 Herndon
Herndon,Week3,Pleasant Valley,Week1,212.0 Pleasant Valley - 160.0 Herndon
Herndon,Week1,Pleasant Valley,Week3,237.0 Pleasant Valley - 143.0 Herndon
Herndon,Week3,Woodley,Week1,226.0 Woodley - 168.0 Herndon
Herndon,Week1,Greenbriar,Week5,330.0 Greenbriar - 59.0 Herndon
Herndon,Week1,Greenbriar,Week3,334.0 Greenbriar - 58.0 Herndon
Herndon,Week5,Waynewood,Week4,355.0 Waynewood - 65.0 Herndon
Herndon,Week3,Pleasant Valley,Week4,245.0 Pleasant Valley - 141.0 Herndon
Herndon,Week2,Greenbriar,Week2,368.0 Greenbriar - 51.0 Herndon
Herndon,Week2,Commonwealth,Week2,339.5 Commonwealth - 76.5 Herndon
Herndon,Week3,Woodley,Week2,249.5 Woodley - 150.5 Herndon
Herndon,Week2,Commonwealth,Week3,339.0 Commonwealth - 81.0 Herndon
Herndon,Week2,Pleasant Valley,Week2,235.0 Pleasant Valley - 171.0 Herndon
Herndon,Week2,Hamlet,Week4,329.0 Hamlet - 87.0 Herndon
Herndon,Week1,Woodley,Week5,298.0 Woodley - 93.0 Herndon
Herndon,Week3,Commonwealth,Week2,306.0 Commonwealth - 99.0 Herndon
Herndon,Week5,Pinewood Lake,Week4,130.0 Herndon - 27.0 Pinewood Lake
Herndon,Week2,Greenbriar,Week1,378.0 Greenbriar - 41.0 Herndon
Herndon,Week4,Woodley,Week2,240.0 Woodley - 174.0 Herndon
Herndon,Week1,Cottontail,Week2,300.0 Cottontail - 91.0 Herndon
Herndon,Week5,Greenbriar,Week3,337.0 Greenbriar - 83.0 Herndon
Herndon,Week2,Woodley,Week5,312.0 Woodley - 106.0 Herndon
Hiddenbrook,Week2,Annandale,Week1,301.0 Hiddenbrook - 77.0 Annandale
Herndon,Week2,Commonwealth,Week4,353.0 Commonwealth - 66.0 Herndon
Herndon,Week2,Pleasant Valley,Week5,267.0 Pleasant Valley - 136.0 Herndon
Herndon,Week4,Commonwealth,Week3,305.0 Commonwealth - 115.0 Herndon
Herndon,Week3,Pleasant Valley,Week5,243.0 Pleasant Valley - 149.0 Herndon
Herndon,Week2,Hamlet,Week3,344.0 Hamlet - 67.0 Herndon
Herndon,Week5,Waynewood,Week2,329.5 Waynewood - 90.5 Herndon
Hiddenbrook,Week2,Annandale,Week4,260.0 Hiddenbrook - 59.0 Annandale
Herndon,Week5,Greenbriar,Week4,339.0 Greenbriar - 81.0 Herndon
Herndon,Week4,Pleasant Valley,Week5,219.0 Pleasant Valley - 187.0 Herndon
Herndon,Week3,Commonwealth,Week3,315.0 Commonwealth - 90.0 Herndon
Herndon,Week5,Commonwealth,Week3,296.0 Commonwealth - 124.0 Herndon
Herndon,Week3,Commonwealth,Week4,327.0 Commonwealth - 79.0 Herndon
Herndon,Week4,Pleasant Valley,Week4,228.0 Pleasant Valley - 172.0 Herndon
Herndon,Week5,Pleasant Valley,Week1,200.0 Herndon - 183.0 Pleasant Valley
Herndon,Week2,Greenbriar,Week3,371.0 Greenbriar - 49.0 Herndon
Herndon,Week3,Greenbriar,Week4,354.0 Greenbriar - 52.0 Herndon
Herndon,Week2,Poplar Heights,Week1,351.0 Poplar Heights - 65.0 Herndon
Herndon,Week1,Hamlet,Week4,295.0 Hamlet - 96.0 Herndon
Herndon,Week1,Poplar Heights,Week4,344.0 Poplar Heights - 47.0 Herndon
Hiddenbrook,Week5,Annandale,Week3,301.0 Hiddenbrook - 77.0 Annandale
Herndon,Week5,Commonwealth,Week1,284.0 Commonwealth - 136.0 Herndon
Hiddenbrook,Week5,Annandale,Week2,317.0 Hiddenbrook - 52.0 Annandale
Herndon,Week2,Poplar Heights,Week2,369.0 Poplar Heights - 51.0 Herndon
Herndon,Week3,Greenbriar,Week3,350.0 Greenbriar - 56.0 Herndon
Herndon,Week2,Greenbriar,Week5,356.0 Greenbriar - 60.0 Herndon
Herndon,Week5,Pleasant Valley,Week4,230.0 Pleasant Valley - 172.0 Herndon
Herndon,Week5,Woodley,Week2,233.0 Woodley - 186.0 Herndon
Herndon,Week3,Greenbriar,Week5,335.0 Greenbriar - 66.0 Herndon
Herndon,Week1,Hamlet,Week2,305.0 Hamlet - 85.0 Herndon
Herndon,Week4,Woodley,Week4,261.0 Woodley - 158.0 Herndon
Hiddenbrook,Week1,Annandale,Week3,280.0 Hiddenbrook - 97.0 Annandale
Herndon,Week5,Pleasant Valley,Week5,231.0 Pleasant Valley - 179.0 Herndon
Herndon,Week2,Hamlet,Week5,350.5 Hamlet - 64.5 Herndon
Herndon,Week1,Poplar Heights,Week2,330.0 Poplar Heights - 62.0 Herndon
Herndon,Week5,Commonwealth,Week5,309.0 Commonwealth - 110.0 Herndon
